dia,mes,semana_ano,dia_semana,hora,peatones,avg_vel_peatones,child,avg_vel_child,woman,avg_vel_woman,man,avg_vel_man,bicycle,avg_vel_bicycle,motorcycle,avg_vel_motorcycle,autos,avg_vel_autos,car,avg_vel_car,pickup truck,avg_vel_pickup truck,van,avg_vel_van,truck,avg_vel_truck,bus,avg_vel_bus,0_10_child,0_10_woman,0_10_man,0_10_bicycle,0_10_motorcycle,0_10_car,0_10_pickup,0_10_van,0_10_truck,0_10_bus,10_20_child,10_20_woman,10_20_man,10_20_bicycle,10_20_motorcycle,10_20_car,10_20_pickup,10_20_van,10_20_truck,10_20_bus,20_30_child,20_30_woman,20_30_man,20_30_bicycle,20_30_motorcycle,20_30_car,20_30_pickup,20_30_van,20_30_truck,20_30_bus,30_40_child,30_40_woman,30_40_man,30_40_bicycle,30_40_motorcycle,30_40_car,30_40_pickup,30_40_van,30_40_truck,30_40_bus,40_50_child,40_50_woman,40_50_man,40_50_bicycle,40_50_motorcycle,40_50_car,40_50_pickup,40_50_van,40_50_truck,40_50_bus,50_60_child,50_60_woman,50_60_man,50_60_bicycle,50_60_motorcycle,50_60_car,50_60_pickup,50_60_van,50_60_truck,50_60_bus,60_70_child,60_70_woman,60_70_man,60_70_bicycle,60_70_motorcycle,60_70_car,60_70_pickup,60_70_van,60_70_truck,60_70_bus,70_80_child,70_80_woman,70_80_man,70_80_bicycle,70_80_motorcycle,70_80_car,70_80_pickup,70_80_van,70_80_truck,70_80_bus,80_90_child,80_90_woman,80_90_man,80_90_bicycle,80_90_motorcycle,80_90_car,80_90_pickup,80_90_van,80_90_truck,80_90_bus,90_100_child,90_100_woman,90_100_man,90_100_bicycle,90_100_motorcycle,90_100_car,90_100_pickup,90_100_van,90_100_truck,90_100_bus,100_110_child,100_110_woman,100_110_man,100_110_bicycle,100_110_motorcycle,100_110_car,100_110_pickup,100_110_van,100_110_truck,100_110_bus,110_120_child,110_120_woman,110_120_man,110_120_bicycle,110_120_motorcycle,110_120_car,110_120_pickup,110_120_van,110_120_truck,110_120_bus,120_130_child,120_130_woman,120_130_man,120_130_bicycle,120_130_motorcycle,120_130_car,120_130_pickup,120_130_van,120_130_truck,120_130_bus,130_140_child,130_140_woman,130_140_man,130_140_bicycle,130_140_motorcycle,130_140_car,130_140_pickup,130_140_van,130_140_truck,130_140_bus,140_150_child,140_150_woman,140_150_man,140_150_bicycle,140_150_motorcycle,140_150_car,140_150_pickup,140_150_van,140_150_truck,140_150_bus,150_160_child,150_160_woman,150_160_man,150_160_bicycle,150_160_motorcycle,150_160_car,150_160_pickup,150_160_van,150_160_truck,150_160_bus,160_170_child,160_170_woman,160_170_man,160_170_bicycle,160_170_motorcycle,160_170_car,160_170_pickup,160_170_van,160_170_truck,160_170_bus,170_180_child,170_180_woman,170_180_man,170_180_bicycle,170_180_motorcycle,170_180_car,170_180_pickup,170_180_van,170_180_truck,170_180_bus
29/07/2021,Julio,31,Thursday,16,93,5,0,0,36,8,57,7,5,39,67,57,2553,55,2224,75,209,69,52,68,68,65,53,55,0,25,47,0,0,0,2,0,0,0,0,11,10,0,2,8,0,0,1,0,0,0,0,2,2,46,5,1,0,9,0,0,0,2,2,25,10,2,0,0,0,0,0,0,14,42,8,2,5,1,0,0,0,0,20,125,27,7,14,18,0,0,0,0,14,383,44,13,27,21,0,0,0,1,9,772,60,18,15,4,0,0,0,0,4,538,38,9,6,0,0,0,0,0,0,202,11,0,0,0,0,0,0,0,0,66,4,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,17,115,4,0,0,27,7,88,6,16,26,57,43,2783,54,2437,75,236,68,59,65,51,63,58,63,0,23,81,3,2,2,0,0,0,0,0,2,7,2,0,7,6,2,2,0,0,2,0,5,0,31,1,0,1,1,0,0,0,4,18,29,5,0,1,3,0,0,0,0,24,19,11,4,7,1,0,0,0,2,9,223,37,15,14,11,0,0,0,0,4,560,74,17,8,27,0,0,0,0,0,669,50,12,12,15,0,0,0,0,0,532,39,5,0,0,0,0,0,0,0,272,9,4,2,0,0,0,0,0,0,71,2,0,3,0,0,0,0,0,0,18,2,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,18,93,6,1,5,36,6,56,6,7,24,40,43,1927,54,1711,75,157,68,35,66,24,61,35,64,1,32,52,2,1,3,1,0,0,0,0,4,4,1,1,11,2,0,0,1,0,0,0,1,3,27,4,2,2,2,0,0,0,2,6,18,1,1,2,0,0,0,0,1,20,24,8,1,2,0,0,0,0,0,6,149,29,10,4,7,0,0,0,0,3,371,43,7,7,12,0,0,0,0,0,490,30,5,2,9,0,0,0,0,0,366,23,7,4,3,0,0,0,0,0,160,10,2,1,1,0,0,0,0,0,57,4,0,0,0,0,0,0,0,0,26,1,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,19,49,6,0,0,8,9,41,10,4,25,35,54,2327,47,2110,65,169,61,31,65,17,43,49,53,0,7,31,0,0,0,0,0,0,0,0,0,4,2,0,2,0,0,2,0,0,0,2,0,2,47,6,0,0,2,0,1,4,2,4,74,6,2,4,5,0,0,0,0,9,240,23,2,8,17,0,0,0,0,8,496,46,8,0,6,0,0,0,0,6,497,41,7,3,14,0,0,0,0,4,402,31,7,0,5,0,0,0,0,2,222,9,4,0,0,0,0,0,0,0,89,7,1,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,20,86,6,4,5,15,8,67,6,1,25,51,45,2073,45,1954,65,86,63,22,58,11,40,45,57,4,14,62,0,6,2,0,0,1,0,0,0,3,0,0,5,0,0,2,0,0,0,2,1,2,47,0,0,0,1,0,0,0,0,10,63,9,2,2,0,0,0,0,0,12,173,11,4,4,9,0,1,0,0,8,407,14,5,0,20,0,0,0,0,7,508,24,9,0,12,0,0,0,0,6,452,18,0,2,2,0,0,0,0,0,208,4,2,0,1,0,0,0,0,0,83,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,21,89,5,0,0,42,7,47,9,2,25,10,32,1297,49,1238,60,37,66,12,68,10,54,43,56,0,37,39,0,0,4,0,0,0,0,0,4,4,0,3,15,0,0,0,1,0,0,0,2,1,45,0,0,1,0,0,1,2,0,4,42,1,0,0,0,0,0,2,0,0,146,3,0,4,6,0,0,0,0,2,320,10,3,2,23,0,0,0,0,0,337,7,7,2,13,0,0,0,0,0,234,12,0,0,0,0,0,0,0,0,69,3,0,0,0,0,0,0,0,0,24,1,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,22,86,7,4,5,52,5,30,12,7,42,20,42,731,52,703,63,17,63,6,75,5,61,28,60,4,52,22,0,0,2,0,0,0,0,0,0,4,2,2,6,0,0,0,0,0,0,0,0,0,18,2,0,0,0,0,0,1,0,4,30,0,0,0,0,0,0,2,2,11,58,0,0,0,8,0,0,1,2,3,148,6,0,2,5,0,0,0,1,0,216,2,2,3,12,0,0,0,0,0,141,5,2,0,2,0,0,0,0,0,58,1,2,0,0,0,0,0,0,0,13,1,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,23,2,2,0,0,2,5,0,0,1,15,2,45,62,32,60,67,2,95,0,0,0,0,4,60,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,14,0,0,0,2,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,5,13,16,0,0,1,35,12,12,4,35,6,28,32,18,31,57,0,0,0,0,1,35,8,55,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,3,3,0,0,0,1,0,1,2,4,1,4,0,0,1,0,0,0,0,0,1,1,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,6,35,6,0,0,6,5,29,13,8,28,6,43,152,43,136,63,9,51,2,55,5,47,15,52,0,6,16,0,0,2,0,0,0,0,0,0,5,2,0,3,0,0,0,0,0,0,6,2,1,6,1,0,1,1,0,0,2,4,2,4,2,0,0,1,0,0,0,0,0,7,1,1,2,4,0,0,0,0,3,24,2,0,1,6,0,0,0,0,0,46,2,1,1,1,0,0,0,0,0,24,1,0,0,2,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,7,114,10,1,15,14,7,99,7,32,31,8,46,454,53,398,71,34,70,7,68,15,56,34,52,0,11,83,1,0,0,0,0,0,1,1,3,10,2,0,1,0,0,3,1,0,0,5,8,0,9,0,0,0,1,0,0,1,18,3,9,2,0,0,1,0,0,0,3,2,13,2,0,1,6,0,0,0,0,2,40,4,1,3,14,0,0,0,0,1,89,11,4,4,9,0,0,0,0,0,135,7,1,2,1,0,0,0,0,0,68,3,1,2,0,0,0,0,0,0,27,3,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,8,56,5,0,0,13,7,43,8,34,32,14,46,948,51,807,71,102,65,19,64,20,55,36,55,0,11,32,0,0,0,1,0,0,0,0,2,10,2,0,4,3,0,0,0,0,0,0,9,0,13,2,1,1,0,0,0,1,20,2,11,2,0,3,2,0,0,0,2,9,28,6,1,3,8,0,0,0,1,2,90,21,3,4,14,0,0,0,0,1,196,23,9,7,11,0,0,0,0,0,284,30,3,1,1,0,0,0,0,0,123,10,1,1,0,0,0,0,0,0,50,3,1,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,9,45,5,0,0,9,8,36,8,10,27,21,44,1267,52,1089,69,107,65,28,66,43,59,33,60,0,7,30,1,0,1,0,0,0,0,0,1,3,0,0,7,0,0,0,0,0,1,3,5,3,33,6,1,2,1,0,0,0,4,5,11,1,1,2,0,0,0,0,0,5,33,2,2,5,1,0,0,0,0,8,110,27,2,9,12,0,0,0,0,0,312,30,10,18,16,0,0,0,0,0,353,27,9,6,3,0,0,0,0,0,183,11,3,1,0,0,0,0,0,0,40,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,10,12,3,0,0,3,5,9,5,4,38,30,49,1145,52,925,72,141,65,28,66,51,58,31,56,0,3,9,0,0,1,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,2,0,19,2,1,2,0,0,0,0,1,5,19,5,1,5,3,0,0,0,0,9,22,6,1,4,3,0,0,0,0,15,82,21,5,17,14,0,0,0,1,1,233,50,7,9,10,0,0,0,0,0,279,34,9,10,1,0,0,0,0,0,184,13,4,3,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,19,4,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,11,31,4,0,0,11,5,20,7,3,32,32,47,1076,52,864,76,125,62,38,62,49,62,18,63,0,11,16,0,0,0,0,0,0,0,0,0,4,0,1,4,4,1,1,0,0,0,0,1,0,15,10,3,1,0,0,0,0,2,10,15,5,3,1,0,0,0,0,0,7,18,6,2,6,0,0,0,0,0,10,69,25,5,14,6,0,0,0,0,4,157,32,6,11,10,0,0,0,0,0,245,22,12,10,2,0,0,0,0,0,188,16,6,4,0,0,0,0,0,0,97,3,0,1,0,0,0,0,0,0,37,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,12,23,6,1,5,3,8,19,6,2,35,35,48,1220,52,1060,74,96,68,19,60,45,59,23,63,1,2,17,0,1,1,1,0,0,0,0,1,2,0,1,5,1,0,0,0,0,0,0,1,2,19,5,2,2,0,0,0,0,0,5,20,2,0,3,1,0,0,0,1,11,31,4,2,5,0,0,0,0,0,7,104,9,5,15,8,0,0,0,0,5,213,25,6,11,9,0,0,0,0,3,300,26,2,5,4,0,0,0,0,0,214,16,1,3,1,0,0,0,0,0,104,5,1,0,0,0,0,0,0,0,37,2,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,13,18,4,0,0,3,5,15,7,4,15,52,68,1331,56,1129,80,133,68,27,75,42,58,21,60,0,3,12,1,0,0,2,0,3,0,0,0,3,2,0,1,2,0,2,0,0,0,0,1,1,20,5,0,1,1,0,0,0,0,0,12,3,0,3,1,0,0,0,0,1,9,4,1,2,0,0,0,0,0,15,69,17,4,8,6,0,0,0,0,16,131,32,2,10,10,0,0,0,0,8,278,35,11,6,3,0,0,0,0,7,325,20,6,4,0,0,0,0,0,3,189,9,1,2,0,0,0,0,0,1,72,2,2,0,0,0,0,0,0,0,13,0,0,1,0,0,0,0,0,0,8,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,14,35,5,2,5,5,5,28,6,1,5,62,58,1261,57,1087,80,110,72,26,73,38,62,21,62,2,5,24,1,0,2,1,0,0,0,0,0,4,0,1,6,2,0,1,0,0,0,0,0,0,23,3,1,3,1,0,0,0,0,4,18,1,0,1,1,0,0,0,0,10,6,2,0,3,0,0,0,0,0,23,43,10,4,7,6,0,0,0,0,11,147,21,6,10,9,0,0,0,0,9,267,36,8,7,2,0,0,0,0,3,281,20,3,4,1,0,0,0,0,1,178,10,2,2,1,0,0,0,0,0,81,2,1,0,0,0,0,0,0,0,27,1,1,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,15,27,4,0,0,5,7,22,6,3,25,66,50,1319,52,1130,75,108,67,38,63,43,55,23,65,0,4,20,0,2,0,0,3,1,0,0,1,2,1,2,18,1,0,3,0,0,0,0,1,1,24,6,2,1,1,0,0,0,1,9,10,2,2,4,0,0,0,0,0,18,17,2,2,5,0,0,0,0,0,21,87,20,2,8,2,0,0,0,0,6,197,26,9,9,15,0,0,0,0,6,369,30,9,11,4,0,0,0,0,1,243,18,7,0,1,0,0,0,0,0,114,2,2,1,0,0,0,0,0,0,38,1,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,16,63,4,0,0,25,6,38,7,4,33,49,51,1428,53,1248,76,120,72,35,59,25,61,28,62,0,22,30,1,1,0,0,2,0,0,0,3,8,0,1,3,2,1,0,0,0,0,0,1,2,16,2,4,0,0,0,0,0,0,2,11,2,2,1,0,0,0,0,1,16,25,3,1,3,4,0,0,0,1,18,78,7,2,7,8,0,0,0,0,4,250,34,10,9,8,0,0,0,0,3,365,37,7,4,8,0,0,0,0,2,324,24,3,1,0,0,0,0,0,0,135,6,3,0,0,0,0,0,0,0,32,2,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,17,72,10,1,15,24,6,47,9,9,24,65,47,1596,55,1375,75,172,68,30,70,19,63,20,70,0,22,32,3,0,0,1,0,0,0,1,2,13,1,0,5,0,1,0,0,0,0,2,1,0,15,3,0,0,0,0,0,0,3,16,22,3,0,0,0,0,0,0,0,25,21,10,0,1,0,0,0,0,1,17,126,30,8,8,2,0,0,0,0,6,293,42,6,6,10,0,0,0,0,1,402,52,6,1,5,0,0,0,0,0,292,22,6,3,3,0,0,0,0,0,150,9,3,0,0,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,18,48,5,0,0,19,7,29,8,13,27,64,47,1547,56,1372,76,142,67,19,66,14,70,27,66,0,16,27,4,1,0,0,0,0,0,0,3,0,0,1,2,2,0,0,0,0,0,0,5,1,18,4,0,0,1,0,0,0,1,12,22,0,1,1,1,0,0,0,0,23,42,9,1,2,0,0,0,2,2,18,109,20,6,2,1,0,0,0,1,7,274,45,2,0,15,0,0,0,0,1,371,32,6,5,7,0,0,0,0,0,283,27,2,2,2,0,0,0,0,0,162,2,1,1,0,0,0,0,0,0,58,1,0,1,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,19,62,6,1,5,16,6,45,8,18,38,62,54,1446,51,1341,72,76,71,16,68,13,45,29,59,1,15,33,1,0,1,0,0,0,0,0,1,12,3,0,5,1,0,2,1,0,0,0,1,0,23,1,0,2,2,0,0,0,5,8,33,3,1,1,0,0,0,0,3,20,64,3,3,2,0,0,0,0,2,18,157,10,2,1,9,0,0,0,3,7,300,14,4,5,12,0,0,0,0,5,362,21,0,0,4,0,0,0,0,3,231,14,3,0,1,0,0,0,0,0,109,8,3,0,0,0,0,0,0,1,35,1,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,20,50,6,1,5,19,7,30,8,5,29,96,49,1212,50,1147,71,45,70,10,67,10,45,20,57,1,18,26,1,0,0,0,0,0,0,0,0,2,0,0,9,1,0,0,1,0,0,0,1,2,23,0,0,1,0,0,1,2,2,12,18,0,1,2,0,0,0,0,1,37,62,2,2,3,3,0,0,0,0,34,152,10,0,4,7,0,0,0,0,10,280,9,2,0,7,0,0,0,0,1,284,13,3,0,2,0,0,0,0,0,186,5,1,0,0,0,0,0,0,0,102,3,0,0,0,0,0,0,0,0,23,2,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,21,59,7,1,5,18,5,40,11,2,30,22,49,876,48,831,64,28,67,10,69,7,41,17,54,1,18,29,1,0,1,0,0,0,0,0,0,7,0,0,10,0,0,2,1,0,0,1,0,0,24,0,0,0,0,0,0,0,0,2,18,1,0,2,2,0,0,1,0,11,79,3,0,0,0,0,0,2,1,8,170,2,3,2,8,0,0,0,0,1,236,10,3,0,6,0,0,0,0,0,195,8,1,1,0,0,0,0,0,0,72,4,3,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,22,67,7,3,5,27,5,37,10,2,40,25,49,540,46,511,64,23,65,5,47,1,55,13,50,3,27,32,0,0,2,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,21,0,0,0,2,0,0,0,1,5,16,0,1,0,1,0,0,2,1,6,42,2,3,0,2,0,0,2,0,12,85,8,0,1,5,0,0,0,0,2,146,5,1,0,3,0,0,0,0,0,107,5,0,0,0,0,0,0,0,0,58,2,0,0,0,0,0,0,0,0,23,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30/07/2021,Julio,31,Friday,23,1,2,0,0,1,5,0,0,0,0,2,45,46,25,44,62,2,65,0,0,0,0,1,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,12,0,0,0,1,0,0,0,0,0,12,2,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/07/2021,Julio,31,Saturday,5,16,7,0,0,1,15,15,6,0,0,2,35,39,36,37,42,1,55,0,0,1,85,6,45,0,0,14,0,0,3,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,16,0,0,0,4,0,0,0,0,0,10,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/07/2021,Julio,31,Saturday,6,47,9,0,0,5,15,42,12,13,29,4,40,124,30,106,58,13,45,0,0,5,49,12,45,0,3,28,0,0,0,0,0,0,0,0,0,3,3,1,2,1,0,0,0,0,1,8,3,1,5,2,0,0,1,0,1,2,6,0,6,0,0,0,1,0,0,1,1,0,16,6,0,3,7,0,0,0,0,1,27,2,0,2,3,0,0,0,0,1,25,1,0,0,0,0,0,0,0,0,17,1,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
