dia,mes,semana_ano,dia_semana,hora,peatones,avg_vel_peatones,child,avg_vel_child,woman,avg_vel_woman,man,avg_vel_man,bicycle,avg_vel_bicycle,motorcycle,avg_vel_motorcycle,autos,avg_vel_autos,car,avg_vel_car,pickup truck,avg_vel_pickup truck,van,avg_vel_van,truck,avg_vel_truck,bus,avg_vel_bus,0_10_child,0_10_woman,0_10_man,0_10_bicycle,0_10_motorcycle,0_10_car,0_10_pickup,0_10_van,0_10_truck,0_10_bus,10_20_child,10_20_woman,10_20_man,10_20_bicycle,10_20_motorcycle,10_20_car,10_20_pickup,10_20_van,10_20_truck,10_20_bus,20_30_child,20_30_woman,20_30_man,20_30_bicycle,20_30_motorcycle,20_30_car,20_30_pickup,20_30_van,20_30_truck,20_30_bus,30_40_child,30_40_woman,30_40_man,30_40_bicycle,30_40_motorcycle,30_40_car,30_40_pickup,30_40_van,30_40_truck,30_40_bus,40_50_child,40_50_woman,40_50_man,40_50_bicycle,40_50_motorcycle,40_50_car,40_50_pickup,40_50_van,40_50_truck,40_50_bus,50_60_child,50_60_woman,50_60_man,50_60_bicycle,50_60_motorcycle,50_60_car,50_60_pickup,50_60_van,50_60_truck,50_60_bus,60_70_child,60_70_woman,60_70_man,60_70_bicycle,60_70_motorcycle,60_70_car,60_70_pickup,60_70_van,60_70_truck,60_70_bus,70_80_child,70_80_woman,70_80_man,70_80_bicycle,70_80_motorcycle,70_80_car,70_80_pickup,70_80_van,70_80_truck,70_80_bus,80_90_child,80_90_woman,80_90_man,80_90_bicycle,80_90_motorcycle,80_90_car,80_90_pickup,80_90_van,80_90_truck,80_90_bus,90_100_child,90_100_woman,90_100_man,90_100_bicycle,90_100_motorcycle,90_100_car,90_100_pickup,90_100_van,90_100_truck,90_100_bus,100_110_child,100_110_woman,100_110_man,100_110_bicycle,100_110_motorcycle,100_110_car,100_110_pickup,100_110_van,100_110_truck,100_110_bus,110_120_child,110_120_woman,110_120_man,110_120_bicycle,110_120_motorcycle,110_120_car,110_120_pickup,110_120_van,110_120_truck,110_120_bus,120_130_child,120_130_woman,120_130_man,120_130_bicycle,120_130_motorcycle,120_130_car,120_130_pickup,120_130_van,120_130_truck,120_130_bus,130_140_child,130_140_woman,130_140_man,130_140_bicycle,130_140_motorcycle,130_140_car,130_140_pickup,130_140_van,130_140_truck,130_140_bus,140_150_child,140_150_woman,140_150_man,140_150_bicycle,140_150_motorcycle,140_150_car,140_150_pickup,140_150_van,140_150_truck,140_150_bus,150_160_child,150_160_woman,150_160_man,150_160_bicycle,150_160_motorcycle,150_160_car,150_160_pickup,150_160_van,150_160_truck,150_160_bus,160_170_child,160_170_woman,160_170_man,160_170_bicycle,160_170_motorcycle,160_170_car,160_170_pickup,160_170_van,160_170_truck,160_170_bus,170_180_child,170_180_woman,170_180_man,170_180_bicycle,170_180_motorcycle,170_180_car,170_180_pickup,170_180_van,170_180_truck,170_180_bus
28/07/2021,Julio,31,Wednesday,6,94,8,0,0,24,12,70,13,24,33,18,41,366,41,325,60,29,57,4,35,8,50,31,49,0,16,46,0,0,0,0,0,0,0,0,2,4,2,0,4,2,0,0,1,0,4,7,4,4,22,0,0,0,2,0,2,13,16,8,20,4,4,0,2,0,0,0,2,0,39,0,0,4,8,0,0,0,0,4,51,8,0,4,16,0,0,0,0,2,87,11,0,0,2,0,0,0,0,0,69,2,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,7,280,5,0,0,40,7,240,8,123,31,10,49,898,50,787,72,68,66,16,57,27,55,69,53,0,32,180,4,0,4,0,2,0,0,0,8,47,4,0,2,0,0,0,2,0,0,6,25,0,11,4,0,4,2,0,0,7,89,2,16,0,0,2,3,0,0,0,1,2,21,10,4,3,18,0,0,0,0,6,71,7,0,10,22,0,0,0,0,0,175,16,5,0,20,0,0,0,0,0,270,23,3,6,2,0,0,0,0,0,151,4,2,2,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,13,2,0,0,0,0,0,0,0,0,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,8,142,6,2,5,39,6,101,7,66,32,43,52,2004,54,1693,75,241,67,24,71,46,58,76,56,2,35,84,0,0,0,2,0,0,0,0,4,10,1,2,6,0,0,1,0,0,0,6,20,0,26,3,0,4,1,0,0,1,43,2,32,3,2,2,7,0,0,0,2,12,31,24,0,9,10,0,0,0,0,18,149,40,0,4,30,0,0,0,0,7,290,52,9,12,23,0,0,0,0,0,529,69,8,9,5,0,0,0,0,2,413,33,3,5,0,0,0,0,0,0,170,14,2,0,0,0,0,0,0,0,41,1,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,9,81,5,0,0,34,7,47,7,26,38,40,48,2504,56,2140,78,261,72,38,72,65,60,69,59,0,28,40,3,4,1,0,0,1,0,0,6,5,1,2,10,0,0,5,2,0,0,0,0,0,55,11,0,1,0,0,0,2,14,2,28,3,0,2,7,0,0,0,4,10,21,8,4,7,2,0,0,0,0,10,122,16,2,9,12,0,0,0,0,10,279,70,12,19,38,0,0,0,4,2,609,69,10,13,8,0,0,0,0,0,577,57,6,6,0,0,0,0,0,0,296,25,2,0,0,0,0,0,0,0,102,2,2,2,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,10,38,4,0,0,2,5,36,7,36,34,46,48,2229,53,1882,74,247,67,53,66,47,59,55,63,0,2,30,0,2,0,0,0,2,0,0,0,6,2,0,6,3,0,0,0,0,0,0,10,2,41,4,2,0,1,0,0,0,14,6,17,6,0,2,0,0,0,0,8,9,60,9,4,4,2,0,0,0,2,21,153,37,7,16,13,0,0,0,0,6,346,76,17,11,30,0,0,0,0,0,639,76,19,11,8,0,0,0,0,0,409,34,2,1,1,0,0,0,0,0,152,2,2,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,11,34,4,0,0,4,5,30,7,8,33,52,42,2040,55,1700,75,212,69,49,69,79,60,42,59,0,4,25,0,2,5,0,0,0,0,0,0,5,0,6,7,1,0,0,0,0,0,0,2,0,38,1,2,2,0,0,0,0,6,12,12,4,0,0,2,0,0,0,0,16,32,8,2,16,3,0,0,0,0,13,109,34,4,16,15,0,0,0,0,2,309,62,19,31,20,0,0,0,0,1,537,68,9,11,2,0,0,0,0,0,416,24,11,3,0,0,0,0,0,0,162,6,2,0,0,0,0,0,0,0,55,4,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,12,68,6,2,5,6,5,60,7,8,38,70,56,2240,52,1969,74,173,67,42,61,56,60,46,58,2,6,52,0,0,0,0,0,0,0,0,0,6,0,2,13,0,0,0,0,0,0,2,2,2,30,2,2,0,0,0,0,0,4,4,24,0,2,2,0,0,0,0,0,14,50,6,4,10,7,0,0,0,2,16,217,45,14,20,22,0,0,0,0,22,459,49,10,10,15,0,0,0,0,8,500,51,6,10,2,0,0,0,0,0,384,13,0,4,0,0,0,0,0,2,207,7,2,0,0,0,0,0,0,0,62,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,13,58,5,0,0,14,6,44,8,6,18,99,52,2398,56,2097,78,179,69,63,71,59,63,42,65,0,12,31,1,2,1,2,0,0,0,0,2,13,2,3,8,4,0,0,0,0,0,0,3,6,35,2,4,1,0,0,0,0,0,8,30,6,0,2,0,0,0,0,0,20,38,2,2,4,1,0,0,0,0,29,136,36,7,22,8,0,0,0,0,21,306,33,18,13,23,0,0,0,0,9,524,43,12,9,10,0,0,0,0,1,542,30,10,3,0,0,0,0,0,0,302,15,6,4,0,0,0,0,0,0,120,4,4,1,0,0,0,0,0,0,43,2,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,14,24,4,0,0,8,8,16,5,2,25,60,48,1298,58,1123,79,111,73,30,72,34,64,20,57,0,6,16,0,0,0,0,0,0,0,0,2,0,0,2,2,2,0,0,0,0,0,0,2,4,21,0,0,2,2,0,0,0,0,6,29,2,0,2,0,0,0,0,0,24,14,2,2,2,0,0,0,0,0,12,68,13,2,8,8,0,0,0,0,10,158,29,12,9,10,0,0,0,0,0,269,25,6,3,0,0,0,0,0,2,287,16,6,6,0,0,0,0,0,0,178,18,0,2,0,0,0,0,0,0,69,4,0,0,0,0,0,0,0,0,19,0,2,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,15,56,6,3,5,16,6,37,7,2,15,56,55,2051,53,1740,76,208,65,36,68,67,56,60,59,3,14,31,0,0,0,0,0,1,0,0,2,6,2,2,4,6,0,0,2,0,0,0,0,0,37,10,0,2,0,0,0,0,0,4,34,6,2,6,0,0,0,0,0,14,44,17,0,10,3,0,0,0,0,14,128,23,6,20,22,0,0,0,0,18,313,53,12,18,29,0,0,0,0,2,469,59,10,8,4,0,0,0,0,2,357,21,6,2,0,0,0,0,0,0,197,11,0,0,0,0,0,0,0,0,122,2,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,16,82,7,2,5,30,6,50,8,16,25,78,54,2632,53,2282,76,222,71,64,67,64,52,48,57,2,26,34,6,0,2,0,0,0,0,0,4,16,2,2,6,2,4,6,0,0,0,0,0,0,32,0,2,2,6,0,0,0,4,4,36,8,0,10,0,0,0,0,2,24,61,8,0,6,4,0,0,0,2,25,143,22,10,18,16,0,0,0,0,15,388,54,18,10,12,0,0,0,0,4,633,72,16,10,10,0,0,0,0,4,568,40,10,2,0,0,0,0,0,0,283,16,4,0,0,0,0,0,0,0,113,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,17,111,6,4,5,24,7,83,7,22,10,95,46,2925,55,2522,77,303,69,62,74,38,56,50,66,4,20,67,18,2,0,2,0,2,0,0,4,16,0,1,6,3,0,2,0,0,0,0,2,2,29,2,2,4,0,0,0,0,2,12,32,4,0,0,2,0,0,0,0,55,34,12,3,4,4,0,0,0,0,10,207,43,3,8,7,0,0,0,0,13,452,70,15,4,13,0,0,0,0,0,738,109,16,10,21,0,0,0,0,0,570,45,13,4,3,0,0,0,0,0,284,13,8,0,0,0,0,0,0,0,126,0,2,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,18,136,6,2,5,48,5,86,7,19,28,81,48,2915,57,2599,77,239,72,49,72,28,63,60,66,2,47,74,3,0,2,0,0,0,0,0,1,10,4,3,14,7,2,2,0,0,0,0,2,0,33,2,0,0,0,0,0,2,8,16,40,0,0,2,2,0,0,0,0,32,47,4,0,0,0,0,0,0,0,16,158,25,3,5,12,0,0,0,2,12,493,55,14,9,25,0,0,0,0,2,712,75,20,6,17,0,0,0,0,0,592,43,6,4,4,0,0,0,0,0,290,27,2,0,0,0,0,0,0,0,128,1,2,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,19,111,7,10,5,32,6,69,9,11,30,68,54,2686,53,2501,75,149,66,23,71,13,52,69,68,10,30,44,1,0,2,2,0,2,0,0,2,23,0,0,9,2,0,0,0,0,0,2,6,4,41,2,0,0,2,0,0,0,0,10,58,2,0,0,0,0,0,0,4,13,51,10,0,2,4,0,0,0,0,19,259,28,2,4,10,0,0,0,0,11,514,36,10,2,22,0,0,0,0,9,641,45,7,3,20,0,0,0,0,2,478,17,4,0,8,0,0,0,0,0,279,2,0,0,0,0,0,0,0,0,121,3,0,0,3,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,20,99,8,5,5,19,10,75,9,5,49,84,53,2161,57,2042,75,87,70,21,71,11,68,42,57,5,15,55,0,0,1,0,0,0,0,0,2,17,0,1,8,1,0,0,0,0,0,1,0,0,23,0,0,0,2,0,0,1,0,4,41,3,0,0,1,0,2,0,4,29,68,2,2,3,6,0,0,0,0,31,189,20,4,2,18,0,0,1,1,17,369,20,3,1,8,0,0,0,0,2,540,15,4,2,5,0,0,0,0,0,427,17,8,1,2,0,0,0,0,0,265,7,0,1,0,0,0,0,0,0,55,2,0,1,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,21,62,9,1,5,24,5,37,17,0,0,20,43,1219,50,1170,68,34,66,5,63,10,52,31,54,1,24,24,0,0,1,0,0,0,0,0,0,5,0,0,6,0,0,0,0,0,0,0,0,0,25,0,0,0,2,0,0,1,0,9,30,0,0,3,1,0,0,4,0,6,84,3,2,3,4,0,0,1,0,5,207,8,1,0,16,0,0,0,0,0,251,5,0,2,8,0,0,2,0,0,325,17,0,2,0,0,0,0,0,0,160,1,2,0,0,0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,22,74,5,5,5,20,5,49,5,4,50,16,45,743,36,712,65,26,67,0,0,5,47,26,56,5,20,49,0,1,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,0,2,23,0,0,0,0,0,0,0,2,3,63,2,0,4,5,0,0,0,2,2,97,5,0,1,14,0,0,0,0,4,200,6,0,0,6,0,0,0,0,1,157,13,0,0,1,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28/07/2021,Julio,31,Wednesday,23,0,0,0,0,0,0,0,0,2,25,1,5,88,13,88,66,0,0,0,0,0,0,4,50,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,0,10,0,0,0,2,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,5,6,2,0,0,0,0,6,5,2,30,0,0,43,18,42,44,1,45,0,0,0,0,8,44,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,1,0,0,0,1,0,6,0,0,0,0,0,0,0,1,0,5,0,0,0,2,0,0,0,0,0,7,1,0,0,2,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,8,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,6,54,5,0,0,7,5,47,9,11,28,4,38,168,42,151,60,10,56,2,40,5,53,17,50,0,7,37,2,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,5,2,2,6,0,1,0,2,0,0,2,7,0,13,2,0,0,0,0,0,0,0,1,18,2,0,2,5,0,0,0,0,1,35,3,1,2,8,0,0,0,0,0,32,0,0,1,2,0,0,0,0,0,36,2,0,0,0,0,0,0,0,0,7,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,7,38,10,1,15,6,8,31,7,8,33,4,60,160,36,147,64,8,63,0,0,5,53,14,54,0,5,28,0,0,1,0,0,1,0,1,0,1,1,0,2,0,0,0,0,0,1,2,2,0,5,0,0,0,1,0,0,0,3,1,5,0,0,0,1,0,0,0,2,0,8,1,0,0,2,0,0,0,0,1,26,1,0,1,5,0,0,0,0,0,50,5,0,2,5,0,0,0,0,2,30,1,0,1,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,8,12,4,0,0,2,5,10,8,3,42,3,62,187,45,155,60,25,59,2,55,5,49,9,49,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,1,1,0,0,1,0,0,7,2,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,0,2,0,22,4,0,0,2,0,0,0,0,1,37,7,2,1,5,0,0,0,0,2,45,4,0,1,1,0,0,0,0,0,26,7,0,0,0,0,0,0,0,0,6,1,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,12,22,5,0,0,12,7,10,7,8,25,60,73,2084,52,1759,74,192,65,50,66,83,57,33,58,0,10,8,2,0,0,0,2,0,0,0,2,2,0,0,2,0,0,0,0,0,0,0,2,2,29,8,2,4,0,0,0,0,4,0,20,8,0,8,0,0,0,0,0,0,66,12,4,19,2,0,0,0,0,6,192,42,12,18,19,0,0,0,0,18,388,48,8,20,12,0,0,0,0,16,498,44,8,6,0,0,0,0,0,12,292,19,6,2,0,0,0,0,0,4,179,11,6,4,0,0,0,0,0,0,60,0,2,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,13,32,4,0,0,5,5,27,8,6,28,116,58,2595,56,2254,77,202,70,59,72,80,63,42,61,0,5,19,0,2,7,0,0,0,0,0,0,8,0,4,28,7,0,2,0,0,0,0,4,0,40,9,4,0,0,0,0,0,2,2,34,3,2,2,2,0,0,0,0,18,47,9,4,10,0,0,0,0,0,30,152,16,8,15,15,0,0,0,0,38,336,33,6,28,21,0,0,0,0,16,579,51,9,15,2,0,0,0,0,6,586,57,15,8,2,0,0,0,0,0,282,17,5,0,0,0,0,0,0,0,116,0,4,0,0,0,0,0,0,0,41,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,14,57,4,0,0,15,6,42,6,0,0,138,54,2378,60,2051,80,221,73,54,74,52,71,39,58,0,13,38,0,0,6,0,0,0,0,0,2,4,0,2,8,2,0,0,2,0,0,0,0,2,44,11,2,0,3,0,0,0,0,16,39,8,2,2,0,0,0,0,0,31,32,4,1,2,0,0,0,0,0,39,120,13,7,10,10,0,0,0,0,30,208,38,10,6,18,0,0,0,0,17,429,58,14,18,6,0,0,0,0,1,582,60,2,10,0,0,0,0,0,0,311,18,12,2,0,0,0,0,0,0,194,5,4,2,0,0,0,0,0,0,56,2,0,0,0,0,0,0,0,0,16,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/07/2021,Julio,31,Thursday,15,29,3,0,0,5,5,24,5,5,43,81,51,2328,56,1965,76,241,68,70,71,52,63,48,63,0,5,24,0,0,3,2,0,0,0,0,0,0,3,1,11,6,0,0,1,0,0,0,0,4,28,8,2,1,2,0,0,0,0,5,39,9,3,6,1,0,0,0,0,34,60,13,3,6,0,0,0,0,0,17,128,25,10,14,12,0,0,0,0,15,316,49,10,3,14,0,0,0,0,3,528,57,15,9,17,0,0,0,2,2,482,52,23,11,1,0,0,0,0,0,233,18,4,2,0,0,0,0,0,0,93,2,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
